_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Hidden_act[2:0,0]<2:6,5>	%Hidden_act[2:1,0]	%Hidden_act[2:2,0]	%Hidden_act[2:3,0]	%Hidden_act[2:4,0]	%Hidden_act[2:5,0]	%Hidden_act[2:0,1]	%Hidden_act[2:1,1]	%Hidden_act[2:2,1]	%Hidden_act[2:3,1]	%Hidden_act[2:4,1]	%Hidden_act[2:5,1]	%Hidden_act[2:0,2]	%Hidden_act[2:1,2]	%Hidden_act[2:2,2]	%Hidden_act[2:3,2]	%Hidden_act[2:4,2]	%Hidden_act[2:5,2]	%Hidden_act[2:0,3]	%Hidden_act[2:1,3]	%Hidden_act[2:2,3]	%Hidden_act[2:3,3]	%Hidden_act[2:4,3]	%Hidden_act[2:5,3]	%Hidden_act[2:0,4]	%Hidden_act[2:1,4]	%Hidden_act[2:2,4]	%Hidden_act[2:3,4]	%Hidden_act[2:4,4]	%Hidden_act[2:5,4]	%Contex_act[2:0,0]<2:6,5>	%Contex_act[2:1,0]	%Contex_act[2:2,0]	%Contex_act[2:3,0]	%Contex_act[2:4,0]	%Contex_act[2:5,0]	%Contex_act[2:0,1]	%Contex_act[2:1,1]	%Contex_act[2:2,1]	%Contex_act[2:3,1]	%Contex_act[2:4,1]	%Contex_act[2:5,1]	%Contex_act[2:0,2]	%Contex_act[2:1,2]	%Contex_act[2:2,2]	%Contex_act[2:3,2]	%Contex_act[2:4,2]	%Contex_act[2:5,2]	%Contex_act[2:0,3]	%Contex_act[2:1,3]	%Contex_act[2:2,3]	%Contex_act[2:3,3]	%Contex_act[2:4,3]	%Contex_act[2:5,3]	%Contex_act[2:0,4]	%Contex_act[2:1,4]	%Contex_act[2:2,4]	%Contex_act[2:3,4]	%Contex_act[2:4,4]	%Contex_act[2:5,4]
_D:	0	199	0	"B->T_0->1"	"Seq_0"	2	29	0.315581	0	0.82754	0.796958	0	0	0.447872	0.565837	0.592873	0.00709368	0.000218281	0	0	0	0.0116652	0.657615	0	0.00217506	0.80147	0.00205576	0	0.364009	0	0	0.854543	0	0.584213	0	0.569162	0.00724738	0	0.000156376	7.97694e-05	0.000580543	0.0779406	1.52206e-09	0.0552753	0.00436436	0.0835385	0.078528	0.000183298	0.714555	0.694709	0.0638846	0.95	0.771782	0.016258	0.849052	6.78655e-05	0.0030733	0.0237504	0.129855	0.855062	5.51745e-05	7.67652e-05	7.7336e-05	1.16815e-05	0.95	0.784902	0.462201	0.00157803	1.16957e-17
_D:	0	199	1	"T->S_1->1"	"Seq_0"	2	36	0.301693	0	0.654984	0.0337646	0	0	0.871714	0	0.846822	0	0.00816968	0	0	1.19664e-07	0.429737	1.87474e-05	0	0.0561968	0.00198113	0	0	0.366742	0	4.32827e-05	0.901314	0.00909902	0.00231581	0.828565	0.751892	0.00111517	0	0	0.827548	0.797016	0.00779406	1.52206e-10	0.453399	0.566274	0.601227	0.0149465	0.000236611	0.0714555	0.0694709	0.00638846	0.106665	0.734793	0.0016258	0.0870803	0.801477	0.00236308	0.00237504	0.376994	0.0855062	5.51745e-06	0.85455	7.7336e-06	0.584214	0.095	0.647652	0.0534675	0.000157803	0.000156376
_D:	0	199	2	"S->S_1->1"	"Seq_0"	2	27	0.377143	0	0	0	0	0	0.403848	0	0.0234262	0	0	0.0234434	0.357507	0	0.886043	0.743765	0.404132	0.831783	0	0.000237895	0	0.656121	0.725999	0	0	0	0	0.908693	0.540623	0.806786	0	0	0.737739	0.113466	0.000779406	1.52206e-11	0.917054	0.0566274	0.906944	0.00149465	0.00819334	0.00714555	0.00694709	0.000638966	0.440404	0.0734981	0.00016258	0.0649049	0.0821289	0.000236308	0.000237504	0.404442	0.00855062	4.38345e-05	0.95	0.00909979	0.0607372	0.838065	0.816658	0.00646191	1.57803e-05	1.56376e-05
_D:	0	199	3	"S->X_1->3"	"Seq_0"	2	26	0.262773	0	0	0	0	0	0.390312	0	0.000320745	0	2.83902e-05	0.6479	0.687043	0	0.841527	0.74858	0.571416	0.825505	0	0.592069	0	0.704281	0.810467	0	0	0	0	0.907401	0.792548	0.550494	0	0	0.0737739	0.0113466	7.79406e-05	1.52206e-12	0.495553	0.00566274	0.114121	0.000149465	0.000819334	0.024158	0.358201	6.38966e-05	0.930084	0.751115	0.404149	0.838274	0.00821289	0.000261526	2.37504e-05	0.696565	0.726855	4.38345e-06	0.095	0.000909979	0.00607372	0.95	0.622289	0.807432	1.57803e-06	1.56376e-06
_D:	0	199	4	"X->X_3->2"	"Seq_0"	2	34	0.325979	0	0.0545147	0	0.083135	0	0.00143595	0	0	0.893045	0.896807	0	0.837375	0	0	0	0.000433692	0	0	0.577702	0.842733	0	0.00328773	0	0.652491	0.68838	0	1.97792e-05	0.000146898	0	0.00543321	0.00660078	0.00737739	0.00113466	7.79406e-06	1.52206e-13	0.439867	0.000566274	0.0117328	1.49465e-05	0.000110324	0.650316	0.722863	6.38966e-06	0.934536	0.823691	0.611831	0.909332	0.000821289	0.592095	2.37504e-06	0.773937	0.883153	4.38345e-07	0.0095	9.09979e-05	0.000607372	0.95	0.854777	0.631237	1.57803e-07	1.56376e-07
_D:	0	199	5	"X->T_2->2"	"Seq_0"	2	33	0.36571	0	0.00194812	0	0.0791457	0	0	0	0	0.923508	0.848712	0	0.882216	0	0	0	1.39223e-05	0	0	0.0870314	0.826878	0	0.374387	0	0.533157	0.673893	0	1.43528e-07	0	0	0	4.58964e-07	0.0552524	0.000113466	0.0831358	1.52206e-14	0.0454227	5.66274e-05	0.00117328	0.893047	0.896818	0.0650316	0.909662	6.38966e-07	0.0934536	0.0823691	0.0616168	0.0909332	8.21289e-05	0.636911	0.842733	0.0773937	0.091603	4.38345e-08	0.653441	0.688389	6.07372e-05	0.0950198	0.0856246	0.0631237	0.00543323	0.0066008
_D:	0	199	6	"T->T_2->2"	"Seq_0"	2	38	0.321541	0	0.000840704	0.0112044	3.1208e-05	0	0.859471	0	0.857722	0	0.0168773	0	0	0.000648099	2.09415e-05	0.0141321	0	0.0268527	0.41575	0	0	0.00228344	9.63779e-05	7.8384e-07	0.857401	0.00388001	0.0214925	0.779805	0.877342	0	0	0	0.00747337	1.13466e-05	0.0874593	1.52206e-15	0.00454227	5.66274e-06	0.000117328	0.95	0.938394	0.00650316	0.95	6.38966e-08	0.00934536	0.00823691	0.0061756	0.00909332	8.21289e-06	0.150722	0.911151	0.00773937	0.383547	4.38345e-09	0.598501	0.742732	6.07372e-06	0.00950212	0.00856246	0.00631237	0.000543323	0.000660539
_D:	0	199	7	"T->T_2->2"	"Seq_0"	2	50	0	0	0.0336419	0.035124	1.3916e-05	0	0.826288	0	0.888758	0	0.0260278	0	0	7.55198e-06	0.00462699	0.366326	0	0.0286414	0.0245885	0	0	0.0471029	0	1.42848e-05	0.886152	0	0.108854	0.696841	0.856233	0.000807051	0	0	0.00158804	0.0112056	0.00877714	1.52206e-16	0.859925	5.66274e-07	0.857734	0.095	0.110717	0.000650316	0.095	0.000648105	0.000955477	0.0149557	0.00061756	0.027762	0.415751	0.0150722	0.0911151	0.00305738	0.0384511	7.84278e-07	0.917251	0.0781533	0.0214931	0.780755	0.878198	0.000631237	5.43323e-05	6.60539e-05
_D:	0	199	8	"T->V_2->4"	"Seq_0"	2	38	0.279542	0	0.0446001	0.14535	0	0	0.847562	0	0.889314	0	0.0364629	0	0	3.19016e-07	0.000381809	0.109059	0	0.00677209	0.0640397	0	0	0.0629201	0	0.000119439	0.893041	0	0.329772	0.616772	0.863128	0.00121648	0	0	0.0338007	0.0362446	0.000891629	1.52206e-17	0.912281	5.66274e-08	0.95	0.0095	0.0370995	6.50316e-05	0.0095	7.23625e-05	0.00472254	0.367821	6.1756e-05	0.0314176	0.0661635	0.00150722	0.00911151	0.0474087	0.00384511	1.43632e-05	0.95	0.00781533	0.111004	0.774917	0.944053	0.000870174	5.43323e-06	6.60539e-06
_D:	0	199	9	"V->V_4->5"	"Seq_0"	2	30	0.264255	0	0	0.167276	0	0.00102364	0.473365	0.0115579	0.00379081	8.90341e-05	0	0.0875292	0.805467	0.0296061	0.895126	0	0	0.717324	0	0	0.148822	5.30754e-05	0	0.601952	0.0508732	2.5773e-05	0	0.833293	0	0.86319	0	0	0.0479801	0.148974	8.91629e-05	1.52206e-18	0.93879	5.66274e-09	0.95	0.00095	0.0401728	6.50316e-06	0.00095	7.55527e-06	0.000854063	0.145841	6.1756e-06	0.00991385	0.070656	0.000150722	0.000911151	0.0676609	0.000384511	0.000120875	0.95	0.000781533	0.340872	0.694263	0.95	0.0013035	5.43323e-07	6.60539e-07
_D:	0	199	10	"V->E_5->0"	"Seq_0"	2	30	0	0	0	0.649188	0	9.03925e-08	0.465123	0.317369	1.87158e-05	0.00627832	0	0.0900112	0.870013	0.00634564	0.861354	0	0	0.703646	0	0	0.0996821	0.000342802	0	0.000577922	0	4.45707e-05	0	0.870128	0	0.685039	0	0	0.00479801	0.182174	8.91629e-06	0.00102364	0.567244	0.0115579	0.0987908	0.000184034	0.00401728	0.0875298	0.805562	0.0296069	0.895211	0.0145841	6.1756e-07	0.718316	0.0070656	1.50722e-05	0.148913	0.00681917	3.84511e-05	0.601965	0.145873	0.000103926	0.0340872	0.902719	0.095	0.86332	5.43323e-08	6.60539e-08
_D:	0	199	11	"B->T_0->1"	"Seq_1"	2	31	0.256964	0	0.786385	0.87518	0	0	0.0042865	0.778627	0.5143	1.01867e-07	5.19421e-05	0	0	0	0.0367227	0.696853	0	0.108445	0.667811	0	0	0.00744676	0.0222023	0	0.777797	0	0.0261916	0	0.00783901	0.546442	0.000181158	0	0.000479801	0.667405	8.91629e-07	0.000102454	0.521848	0.318525	0.0098978	0.00629672	0.000401728	0.0987642	0.95	0.00930633	0.95	0.00145841	6.1756e-08	0.775477	0.00070656	1.50722e-06	0.114573	0.00102472	3.84511e-06	0.0607744	0.0145873	5.49633e-05	0.00340872	0.95	0.0095	0.771371	5.43323e-09	6.60539e-09
_D:	0	199	12	"T->S_1->1"	"Seq_1"	2	40	0	0	0.559793	0.363501	1.76786e-05	0	0.887134	0	0.826384	0	0.00816714	0	0	2.81202e-06	0.0608414	5.11764e-06	0	0.0147516	0.00363607	0	0	0.554757	0	0	0.885516	0.000498401	0.000310611	0.84072	0.784654	0	0	0	0.786433	0.94192	8.9163e-08	1.02454e-05	0.0564713	0.810479	0.515289	0.000629774	9.21149e-05	0.00987642	0.095	0.000930633	0.131723	0.696999	6.1756e-09	0.185992	0.667881	1.50722e-07	0.0114573	0.00754923	0.0222027	0.00607744	0.779256	5.49633e-06	0.0265325	0.095	0.00878901	0.623579	0.000181158	6.60539e-10
_D:	0	199	13	"S->X_1->3"	"Seq_1"	2	28	0	0	0	0	0	0	0.18336	0	0.0249267	0	0	0.0174668	0.145621	0	0.886351	0.715064	0.124185	0.837787	0	0.00374739	0	0.626495	0.717608	0	0	0	0	0.90732	0.172769	0.840475	0	0	0.638437	0.457693	1.76876e-05	1.02454e-06	0.892782	0.0810479	0.877913	6.29774e-05	0.00817635	0.000987642	0.0095	9.58753e-05	0.0740137	0.069705	6.17561e-10	0.0333508	0.0704242	1.50723e-08	0.00114573	0.555512	0.00222027	0.000607744	0.95	0.000498951	0.00296386	0.85022	0.785533	0.0623579	1.81158e-05	6.60539e-11
_D:	0	199	14	"X->X_3->2"	"Seq_1"	2	32	0.291383	0	0.00348689	0	0.663085	0	9.44592e-06	0	0	0.86743	0.912385	0	0.81147	0	0	0	0.0126114	0	0	0.534156	0.862526	0	0.00323917	0	0.504083	0.413684	0	0.00011533	0	0	0.011364	2.03748e-05	0.0638437	0.0457693	1.76876e-06	1.02454e-07	0.272638	0.00810479	0.112718	6.29774e-06	0.000817635	0.0175656	0.146571	9.58753e-06	0.893752	0.722035	0.124185	0.841122	0.00704242	0.00374739	0.000114573	0.682046	0.71783	6.07744e-05	0.095	4.98951e-05	0.000296386	0.95	0.251322	0.84671	1.81158e-06	6.60539e-12
_D:	0	199	15	"X->T_2->2"	"Seq_1"	2	35	0.641508	0	0.000422463	0	0.0316199	0	0	0	0	0.925876	0.864374	0	0.891191	0	0	0	0	0	0	0.0918634	0.844607	0	0.14008	0	0.0837741	0.709881	0	0	0	0	0	0	0.00987126	0.00457693	0.663085	1.02454e-08	0.0272733	0.000810479	0.0112718	0.867431	0.912467	0.00175656	0.826127	9.58753e-07	0.0893752	0.0722035	0.02503	0.0841122	0.000704242	0.53453	0.862537	0.0682046	0.0750222	6.07744e-06	0.513583	0.413689	2.96386e-05	0.0951153	0.0251322	0.084671	0.0113642	2.03748e-05
