_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Hidden_act[2:0,0]<2:6,5>	%Hidden_act[2:1,0]	%Hidden_act[2:2,0]	%Hidden_act[2:3,0]	%Hidden_act[2:4,0]	%Hidden_act[2:5,0]	%Hidden_act[2:0,1]	%Hidden_act[2:1,1]	%Hidden_act[2:2,1]	%Hidden_act[2:3,1]	%Hidden_act[2:4,1]	%Hidden_act[2:5,1]	%Hidden_act[2:0,2]	%Hidden_act[2:1,2]	%Hidden_act[2:2,2]	%Hidden_act[2:3,2]	%Hidden_act[2:4,2]	%Hidden_act[2:5,2]	%Hidden_act[2:0,3]	%Hidden_act[2:1,3]	%Hidden_act[2:2,3]	%Hidden_act[2:3,3]	%Hidden_act[2:4,3]	%Hidden_act[2:5,3]	%Hidden_act[2:0,4]	%Hidden_act[2:1,4]	%Hidden_act[2:2,4]	%Hidden_act[2:3,4]	%Hidden_act[2:4,4]	%Hidden_act[2:5,4]	%Contex_act[2:0,0]<2:6,5>	%Contex_act[2:1,0]	%Contex_act[2:2,0]	%Contex_act[2:3,0]	%Contex_act[2:4,0]	%Contex_act[2:5,0]	%Contex_act[2:0,1]	%Contex_act[2:1,1]	%Contex_act[2:2,1]	%Contex_act[2:3,1]	%Contex_act[2:4,1]	%Contex_act[2:5,1]	%Contex_act[2:0,2]	%Contex_act[2:1,2]	%Contex_act[2:2,2]	%Contex_act[2:3,2]	%Contex_act[2:4,2]	%Contex_act[2:5,2]	%Contex_act[2:0,3]	%Contex_act[2:1,3]	%Contex_act[2:2,3]	%Contex_act[2:3,3]	%Contex_act[2:4,3]	%Contex_act[2:5,3]	%Contex_act[2:0,4]	%Contex_act[2:1,4]	%Contex_act[2:2,4]	%Contex_act[2:3,4]	%Contex_act[2:4,4]	%Contex_act[2:5,4]
_D:	0	0	0	"B->T_0->1"	"Seq_0"	1	27	1.46512	0	0.812639	0	0.706699	0	0	0	0.849506	0	0	0	0.00221657	0.499258	0.854023	0.84734	0	0	0	0.865998	0	0	0	0.437162	0.67668	0	0.870005	0.0183275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	0	0	1	"T->S_1->1"	"Seq_0"	1	25	1.58802	0	0.00102574	0	0	0	0.432484	0	0	0	0	0.899876	0	0.866872	0	0.00105041	0	0	9.98625e-05	0.833613	0.342485	9.67713e-06	0.0223662	0.698	0	0	0	0.674669	0.893177	0.697688	0.11857	0	0.812639	0	0.706699	0	0	0	0.849506	0	0	0	0.00221657	0.499258	0.854023	0.84734	0	0	0	0.865998	0	0	0	0.437162	0.67668	0	0.870005	0.0183275	0	0	0	0
_D:	0	0	2	"S->S_1->1"	"Seq_0"	1	25	1.65872	0	0.287691	0	0	0.00852431	6.74835e-05	0.373	0.859627	0	0.00968239	0	0	1.73963e-05	0	0	0.774455	0.81956	0	0.805083	0	0.850027	0.83486	0	0	0	0	0.00659984	0	0.0391354	0.703171	0	0.0822896	0	0.0706699	0	0.432484	0	0.0849506	0	0	0.899876	0.000221657	0.916798	0.0854023	0.0857845	0	0	9.98625e-05	0.920212	0.342485	9.67713e-06	0.0223662	0.741716	0.067668	0	0.0870005	0.676502	0.893177	0.697688	0.11857	0
_D:	0	0	3	"S->X_1->3"	"Seq_0"	1	25	0	0	0.832641	0	0	0.000129789	0	0.0223044	0.773245	0	0.000257432	0	0	0.00134989	0	0	0.788509	0.793249	0	0.890256	0	0.739175	0.729714	0.0121258	0	0	1.25028e-06	0.00403956	0	0.74644	0.295892	0	0.29592	0	0.00706699	0.00852431	0.0433159	0.373	0.868122	0	0.00968239	0.0899876	2.21657e-05	0.0916972	0.00854023	0.00857844	0.774455	0.81956	9.98625e-06	0.897104	0.0342485	0.850028	0.837097	0.0741716	0.0067668	0	0.00870005	0.07425	0.0893177	0.108904	0.715028	0
_D:	0	0	4	"X->X_3->2"	"Seq_0"	1	25	1.62661	0	0.90336	0	0.0184487	0.755949	0.00688318	0.643215	0.689111	0	0	0.701137	0.000332896	0.0537166	0.00577992	0	0	0	0.902981	0	0	0	0	0	0.82595	0.134749	0	0.813366	0	0	9.66757e-05	0	0.862233	0	0.000706699	0.00098222	0.00433159	0.0596044	0.860057	0	0.00122567	0.00899876	2.21657e-06	0.0105196	0.000854023	0.000857844	0.865954	0.875205	9.98625e-07	0.95	0.00342485	0.824177	0.813424	0.019543	0.00067668	0	0.000871255	0.0114646	0.00893177	0.75733	0.367395	0
_D:	0	0	5	"X->T_2->2"	"Seq_0"	1	25	1.65779	0	0.858725	0	0.664475	0.834073	6.72501e-05	0.662843	0.0304765	0	0	0.653243	0.0367628	0.000127344	0.0104433	0	0	0	0.889662	0	0	0	0	0	0.424004	0.574037	0	0.896045	0	0	0.00428029	0.597271	0.95	0	0.0185194	0.756047	0.00731634	0.649175	0.775117	0	0.000122567	0.702037	0.000333118	0.0547685	0.00586532	8.57844e-05	0.0865954	0.0875205	0.902981	0.095	0.000342485	0.0824177	0.0813424	0.0019543	0.826018	0.134749	8.71255e-05	0.814512	0.000893177	0.075733	0.0368362	0
_D:	0	0	6	"T->T_2->2"	"Seq_0"	1	25	1.6762	0	9.91275e-06	0	0	0	4.19863e-07	0	0	0	0	0.74083	0	0.843658	0	4.71104e-05	4.88462e-06	0	0.000254301	0.897884	0.656064	0	0.00462078	0.0217539	0	0	0	0.841132	0.897526	0.643701	0.834896	0	0.95	0	0.666327	0.909678	0.000798884	0.727761	0.107988	0	1.22567e-05	0.723447	0.0367961	0.0056042	0.0110298	8.57844e-06	0.00865954	0.00875205	0.95	0.0095	3.42485e-05	0.00824178	0.00813424	0.00019543	0.506606	0.587512	8.71255e-06	0.95	8.93177e-05	0.0075733	0.00796391	0.597271
_D:	0	0	7	"T->T_2->2"	"Seq_0"	1	26	1.89812	0	4.01157e-05	0	0	0	0	0	0	0	0	0.712134	0	0.901514	0	4.96959e-05	0	0	0.630349	0.8627	0.307448	0.734499	0.424519	0	0	0	0	0.822088	0.811826	0.36257	0.856913	0	0.0950099	0	0.0666327	0.0909678	8.03083e-05	0.0727761	0.0107988	0	1.22567e-06	0.813175	0.00367961	0.844219	0.00110298	4.79683e-05	0.000870839	0.000875205	0.0952543	0.898834	0.656067	0.000824178	0.00543421	0.0217734	0.0506606	0.0587512	8.71255e-07	0.936132	0.897535	0.644459	0.835692	0.0597271
_D:	0	0	8	"T->V_2->4"	"Seq_0"	1	26	1.85255	0	0.00744506	0	0	0	0	0	0	0	0	0.763745	0	0.904054	0	1.30261e-07	0	0	0.526352	0.856017	0.098093	0.591572	0.389959	5.12621e-06	0	0	0	0.84449	0.830048	0.444993	0.866002	0	0.00954111	0	0.00666327	0.00909678	8.03083e-06	0.00727761	0.00107988	0	1.22567e-07	0.793451	0.000367961	0.95	0.000110298	5.44927e-05	8.70839e-05	8.75205e-05	0.639875	0.95	0.373054	0.734582	0.425062	0.00217734	0.00506606	0.00587512	8.71255e-08	0.915701	0.90158	0.427015	0.940482	0.00597271
_D:	0	0	9	"V->V_4->5"	"Seq_0"	1	25	1.51035	0	0	0.836789	0.839863	0	9.03411e-05	0.00330739	0	0	0	0.812157	0	0	0.0594299	0.00201675	0	3.32835e-06	0.805746	0	0.816608	0.125105	0	0.00106382	0.0575185	0.000365971	0.852844	0.846367	0	0	0.595684	0	0.00839917	0	0.000666327	0.000909678	8.03083e-07	0.000727761	0.000107988	0	1.22567e-08	0.84309	3.67961e-05	0.95	1.10298e-05	5.57953e-06	8.70839e-06	8.75205e-06	0.59034	0.95	0.135398	0.66503	0.432465	0.00022286	0.000506606	0.000587512	8.71255e-09	0.93606	0.920206	0.487695	0.95	0.000597271
