_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Hidden_act[2:0,0]<2:6,5>	%Hidden_act[2:1,0]	%Hidden_act[2:2,0]	%Hidden_act[2:3,0]	%Hidden_act[2:4,0]	%Hidden_act[2:5,0]	%Hidden_act[2:0,1]	%Hidden_act[2:1,1]	%Hidden_act[2:2,1]	%Hidden_act[2:3,1]	%Hidden_act[2:4,1]	%Hidden_act[2:5,1]	%Hidden_act[2:0,2]	%Hidden_act[2:1,2]	%Hidden_act[2:2,2]	%Hidden_act[2:3,2]	%Hidden_act[2:4,2]	%Hidden_act[2:5,2]	%Hidden_act[2:0,3]	%Hidden_act[2:1,3]	%Hidden_act[2:2,3]	%Hidden_act[2:3,3]	%Hidden_act[2:4,3]	%Hidden_act[2:5,3]	%Hidden_act[2:0,4]	%Hidden_act[2:1,4]	%Hidden_act[2:2,4]	%Hidden_act[2:3,4]	%Hidden_act[2:4,4]	%Hidden_act[2:5,4]	%Contex_act[2:0,0]<2:6,5>	%Contex_act[2:1,0]	%Contex_act[2:2,0]	%Contex_act[2:3,0]	%Contex_act[2:4,0]	%Contex_act[2:5,0]	%Contex_act[2:0,1]	%Contex_act[2:1,1]	%Contex_act[2:2,1]	%Contex_act[2:3,1]	%Contex_act[2:4,1]	%Contex_act[2:5,1]	%Contex_act[2:0,2]	%Contex_act[2:1,2]	%Contex_act[2:2,2]	%Contex_act[2:3,2]	%Contex_act[2:4,2]	%Contex_act[2:5,2]	%Contex_act[2:0,3]	%Contex_act[2:1,3]	%Contex_act[2:2,3]	%Contex_act[2:3,3]	%Contex_act[2:4,3]	%Contex_act[2:5,3]	%Contex_act[2:0,4]	%Contex_act[2:1,4]	%Contex_act[2:2,4]	%Contex_act[2:3,4]	%Contex_act[2:4,4]	%Contex_act[2:5,4]
_D:	0	0	0	"B->T_0->1"	"Seq_0"	1	31	1.36163	0	0	0	0	0	0	0	0	0	0.764178	0.179329	0.877337	0.88775	0	0.671454	0	0	0.756861	0.881025	0	0	0	8.55926e-05	4.10944e-06	0.0783655	0.000532052	0	0	0.814686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	0	0	1	"T->X_1->3"	"Seq_0"	1	26	1.67874	0	0.509315	0.0764699	0.828894	0.848057	0	0.837956	0.051093	0.519451	0	0	0	0	0	0	0.756521	0.675156	0.879923	0	0	0	0	0	0.0416478	0	0.00698691	0.000973775	0.487004	0.00912055	5.23651e-06	0	0	0	0	0	0	0	0	0	0.764178	0.179329	0.877337	0.88775	0	0.671454	0	0	0.756861	0.881025	0	0	0	8.55926e-05	4.10944e-06	0.0783655	0.000532052	0	0	0.814686	0	0
_D:	0	0	2	"X->S_3->5"	"Seq_0"	1	25	1.64258	0	0	0	0.00391196	0	0	0	0.0744967	0.855475	0	0.66158	0.756456	0.876599	0	0	1.16258e-06	1.5011e-06	0	0	0.00446784	0.608088	0.758357	0.081245	0.826624	0	0	1.91363e-06	0.803004	0	0.558783	0.525203	0.509315	0.0764699	0.828894	0.848057	0	0.837956	0.051093	0.519451	0.0764178	0.0179329	0.0877337	0.088775	0	0.0671454	0.756521	0.675156	0.95	0.0881025	0	0	0	8.55926e-06	0.0416482	0.00783655	0.00704012	0.000973775	0.487004	0.0905891	5.23651e-06	0
_D:	0	0	3	"S->E_5->0"	"Seq_0"	1	25	1.3926	0	2.20337e-07	0	0.820393	0	0.868272	0.0478603	0.762287	0.474449	0	0	0.00146124	0.825601	0	0	0.805113	0	0	0.839143	1.20056e-05	0	0	0.00644672	0	0.000108032	0.869775	0	0	0	0.745302	0	0.0509315	0.00764699	0.0868013	0.0848057	0	0.0837956	0.079606	0.907421	0.00764178	0.663373	0.76523	0.885477	0	0.00671454	0.0756532	0.0675171	0.095	0.00881025	0.00446784	0.608088	0.758357	0.0812459	0.830789	0.000783655	0.000704012	9.92911e-05	0.851704	0.00905891	0.558784	0.525203
_D:	0	0	4	"B->T_0->1"	"Seq_1"	1	24	1.66654	0	0	0	0.362009	0	0	0.0249259	0	0	0.105642	0.769381	0.84851	0.86523	0	0.775006	0	0	0.0720171	0.908134	0	0	0.0001005	0.227611	0.00320153	0.00599853	0.0100193	0	0	0.885555	0	0	0.00509337	0.000764699	0.829073	0.00848057	0.868272	0.0562399	0.770248	0.565191	0.000764178	0.0663373	0.0779842	0.914149	0	0.000671454	0.812679	0.00675171	0.0095	0.840024	0.000458789	0.0608088	0.0758357	0.0145713	0.0830789	0.000186397	0.869846	9.92911e-06	0.0851704	0.000905891	0.801181	0.0525203
_D:	0	0	5	"T->X_1->3"	"Seq_1"	1	26	1.6929	0	0.611107	0.625757	0.861305	0.875534	0	0.86308	0.0888794	0.438366	0	0	0	0	0	3.49488e-05	0.46282	0.716612	0.834848	0	0	0	0	0	0.0547787	0	0.00136863	0	0.265041	0.143572	0	0	0.000509337	7.64699e-05	0.444916	0.000848057	0.0868272	0.0305498	0.0770248	0.0565191	0.105718	0.776015	0.856308	0.95	0	0.775073	0.0812679	0.000675171	0.0729671	0.95	4.58789e-05	0.00608088	0.00768407	0.229068	0.0115094	0.00601717	0.0970038	9.92911e-07	0.00851704	0.885646	0.0801181	0.00525203
_D:	0	0	6	"X->X_3->2"	"Seq_1"	1	25	1.60232	0	0	0	0.000426281	0	0	0	0.0152742	0.84072	0	0.63339	0.766335	0.876446	0	0	0	0.000953866	0	0	0.00469453	0.557425	0.772773	0.518853	0.846952	0	0	9.28721e-07	0.79784	0	0.273669	0.640095	0.611158	0.625764	0.905796	0.875618	0.00868272	0.866135	0.0965819	0.444018	0.0105718	0.0776015	0.0856308	0.095	0	0.0775422	0.470947	0.716679	0.842144	0.095	4.58789e-06	0.000608088	0.000768407	0.0229068	0.0559296	0.000601717	0.011069	9.92911e-08	0.265893	0.232136	0.00801181	0.000525203
_D:	0	0	7	"X->V_2->4"	"Seq_1"	1	24	1.66961	0	0	0	0.00107688	0	2.57001e-05	0	0.672006	0.738057	0	0.848569	0.763099	0.880753	0	0	0.057104	0.000133093	0	0.0159127	5.15816e-06	0.704913	0.823238	0.000318218	0.316656	0	0	0.000885106	0.80001	0	0.636713	0.0171172	0.0611158	0.0625765	0.0910059	0.0875618	0.000868272	0.0866135	0.0249324	0.885122	0.00105718	0.64115	0.774899	0.885946	0	0.00775422	0.0470947	0.0726218	0.0842144	0.0095	0.00469499	0.557486	0.77285	0.521143	0.852545	6.01717e-05	0.0011069	9.3865e-07	0.824429	0.0232136	0.27447	0.640147
_D:	0	0	8	"V->P_4->3"	"Seq_1"	1	28	1.50818	0	0.733161	0	0.895989	0	0.822173	0	0	0	0	0.800809	0	0.000183682	0	0.149373	0	0	0	0	5.47249e-05	0.0917977	0.882525	0	0	0.000474586	0.7197	0.00666822	0.0199772	0.203651	0	0	0.00611158	0.00625765	0.0101775	0.00875618	0.000112527	0.00866135	0.674499	0.826569	0.000105718	0.912684	0.840589	0.95	0	0.000775422	0.0618135	0.00739527	0.00842144	0.0168627	0.000474657	0.760662	0.900523	0.0524325	0.40191	6.01717e-06	0.00011069	0.0008852	0.882453	0.00232136	0.66416	0.0811319
_D:	0	0	9	"P->X_3->2"	"Seq_1"	1	26	1.75539	0	0	0.19049	0.776493	0	0.888865	0	0	6.46183e-05	0.476491	0	0	6.16712e-06	0.780869	0.911639	0.843953	0	0	0	0	0	0.46351	0	0.000996601	0.0101082	1.09129e-06	0	0.00455041	0.788588	1.91605e-05	0	0.733772	0.000625765	0.897007	0.000875618	0.822185	0.000866135	0.0674499	0.0826569	1.05718e-05	0.892078	0.0840589	0.0951837	0	0.14945	0.00618135	0.000739527	0.000842144	0.00168627	0.000102191	0.167864	0.95	0.00524325	0.040191	0.000475187	0.719711	0.00675674	0.108222	0.203883	0.066416	0.00811319
_D:	0	0	10	"X->V_2->4"	"Seq_1"	1	25	1.66944	0	0	0	0	0	0	0	0.000980343	0.739542	9.87594e-07	0.823979	0.903004	0.881829	4.84063e-06	0	0.000363577	0	0	0.156271	2.13868e-06	0.739403	0.683417	0.000794308	0.578095	0	0	0	0.663558	0	0.782845	0.0987349	0.0733772	0.190553	0.866194	8.75618e-05	0.95	8.66135e-05	0.00674499	0.00833031	0.476492	0.0892078	0.00840589	0.00952454	0.780869	0.926584	0.844571	7.39527e-05	8.42144e-05	0.000168627	1.02191e-05	0.0167864	0.55851	0.000524325	0.0050157	0.0101557	0.0719722	0.000675674	0.0153727	0.808977	0.00666077	0.000811319
_D:	0	0	11	"V->V_4->5"	"Seq_1"	1	28	1.52185	0	0.809303	0	0.906912	0	0.80856	0	0	0	0	0.764366	0	9.41293e-06	0	0.228097	0	0	0	0	2.17398e-05	0.0192839	0.879686	0	0	9.99053e-05	0.690102	0.0056448	0.0541755	0.0607058	0	0	0.00733772	0.0190553	0.0866194	8.75618e-06	0.095	8.66135e-06	0.00165484	0.740375	0.0476502	0.8329	0.903845	0.882781	0.0780918	0.0926584	0.0848207	7.39527e-06	8.42144e-06	0.156288	3.16058e-06	0.741082	0.739268	0.000846741	0.578596	0.00101557	0.00719722	6.75674e-05	0.665095	0.0808977	0.783511	0.0988161
_D:	0	0	12	"V->E_5->0"	"Seq_1"	1	26	0.495757	0	0.83411	0	0.89518	2.88276e-05	0.798194	0	0	1.68533e-05	0	0.738206	0	0	0	0.725848	0	0	0	0	0	0	0.846537	0	0	6.56775e-07	0.17081	5.40098e-07	0.739532	0.748482	0	0	0.810036	0.00190553	0.915573	8.75618e-07	0.81806	8.66135e-07	0.000165484	0.0740375	0.00476502	0.847656	0.0903845	0.0882875	0.00780918	0.237363	0.00848207	7.39527e-07	8.42144e-07	0.0156288	2.20558e-05	0.0933921	0.95	8.46741e-05	0.0578596	0.000201462	0.690822	0.00565156	0.120685	0.0687956	0.0783511	0.00988161
