_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Hidden_act[2:0,0]<2:6,5>	%Hidden_act[2:1,0]	%Hidden_act[2:2,0]	%Hidden_act[2:3,0]	%Hidden_act[2:4,0]	%Hidden_act[2:5,0]	%Hidden_act[2:0,1]	%Hidden_act[2:1,1]	%Hidden_act[2:2,1]	%Hidden_act[2:3,1]	%Hidden_act[2:4,1]	%Hidden_act[2:5,1]	%Hidden_act[2:0,2]	%Hidden_act[2:1,2]	%Hidden_act[2:2,2]	%Hidden_act[2:3,2]	%Hidden_act[2:4,2]	%Hidden_act[2:5,2]	%Hidden_act[2:0,3]	%Hidden_act[2:1,3]	%Hidden_act[2:2,3]	%Hidden_act[2:3,3]	%Hidden_act[2:4,3]	%Hidden_act[2:5,3]	%Hidden_act[2:0,4]	%Hidden_act[2:1,4]	%Hidden_act[2:2,4]	%Hidden_act[2:3,4]	%Hidden_act[2:4,4]	%Hidden_act[2:5,4]	%Contex_act[2:0,0]<2:6,5>	%Contex_act[2:1,0]	%Contex_act[2:2,0]	%Contex_act[2:3,0]	%Contex_act[2:4,0]	%Contex_act[2:5,0]	%Contex_act[2:0,1]	%Contex_act[2:1,1]	%Contex_act[2:2,1]	%Contex_act[2:3,1]	%Contex_act[2:4,1]	%Contex_act[2:5,1]	%Contex_act[2:0,2]	%Contex_act[2:1,2]	%Contex_act[2:2,2]	%Contex_act[2:3,2]	%Contex_act[2:4,2]	%Contex_act[2:5,2]	%Contex_act[2:0,3]	%Contex_act[2:1,3]	%Contex_act[2:2,3]	%Contex_act[2:3,3]	%Contex_act[2:4,3]	%Contex_act[2:5,3]	%Contex_act[2:0,4]	%Contex_act[2:1,4]	%Contex_act[2:2,4]	%Contex_act[2:3,4]	%Contex_act[2:4,4]	%Contex_act[2:5,4]
_D:	0	0	0	"B->T_0->1"	"Seq_0"	1	30	1.37844	0	0	0	0	0	0.878292	0	0.831721	0.675554	0	0	0	0	0	0	0	0.00042982	0.873134	0	0	0	0	0.866193	0	0.766631	0	0.843191	0	0	0	6.5457e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	0	0	1	"T->S_1->1"	"Seq_0"	1	25	1.7001	0	0.0159035	5.33159e-05	0.00108641	0	0	0	0	0	0.49942	0	0	0	0	0.795144	0	0.574184	4.70408e-06	0	0.822126	0	0.695628	0	0.00479449	0.872935	0	0.000321673	0	0	0.756315	0.905954	0	0	0	0	0.878292	0	0.831721	0.675554	0	0	0	0	0	0	0	0.00042982	0.873134	0	0	0	0	0.866193	0	0.766631	0	0.843191	0	0	0	6.5457e-05
_D:	0	0	2	"S->S_1->1"	"Seq_0"	1	27	1.24259	0	0	0.807844	0.117602	0	0	0	0	0.521482	0.882185	0	0	0	0.0421546	0.806211	0.805562	0	0	0.844174	0.00335082	0	0.00736505	0	0.600143	0.891384	3.56488e-07	0	0.00933358	0	0	0	0.0159035	5.33159e-05	0.00108641	0	0.0878292	0	0.0831721	0.0675554	0.49942	0	0	0	0	0.795144	0	0.574227	0.0873181	0	0.822126	0	0.695628	0.0866193	0.00479449	0.949598	0	0.0846407	0	0	0.756315	0.905961
_D:	0	0	3	"S->X_1->3"	"Seq_0"	1	28	1.29453	0	0.00188634	0.36754	0.673986	0	0	0	0	0.473263	0.889643	8.39447e-07	0	0	0.00062243	0.791377	0.0605833	0	0	0.914111	0.239215	0	0.0775114	0	0.209399	0.866132	0.00324177	0	0.0161716	0.00072743	0	0	0.00159035	0.807849	0.117711	0	0.00878292	0	0.00831722	0.528238	0.932127	0	0	0	0.0421546	0.885725	0.805562	0.0574227	0.00873181	0.844174	0.0855634	0	0.0769278	0.00866193	0.600622	0.95	3.56488e-07	0.00846407	0.00933358	0	0.0756315	0.0905961
_D:	0	0	4	"X->S_3->5"	"Seq_0"	1	26	1.67252	0	0.837986	0	0	0	0.00792402	0.865665	0	0.74043	0.0015801	0.883636	0	0	0	2.01788e-05	0.00199407	0	0.801996	0	0.783739	0	0	6.23244e-05	0.729446	0	0.417144	0	0	0.696574	0	0.855626	0.00204538	0.448325	0.685757	0	0.000878292	0	0.000831722	0.526087	0.95	8.39447e-07	0	0	0.00483789	0.879949	0.14114	0.00574227	0.000873181	0.95	0.247771	0	0.0852042	0.000866193	0.269461	0.95	0.00324181	0.000846407	0.0171049	0.00072743	0.00756315	0.00905961
_D:	0	0	5	"S->E_5->0"	"Seq_0"	1	26	1.72341	0	0	0.748405	0.0136874	0	0	0	0	0.653949	0.891359	0	0	0	0.0116022	0.0680278	0.654498	0	0	0.846744	0.620892	0	0.726724	0	0.836946	0.887858	0.00195296	0	0.000497592	0.0146818	0	0	0.83819	0.0448325	0.0685757	0	0.00801185	0.865665	8.31722e-05	0.793039	0.0965801	0.883636	0	0	0.000483789	0.0880151	0.016108	0.000574227	0.802083	0.095	0.808517	0	0.00852042	0.000148944	0.756392	0.095	0.417468	8.46407e-05	0.00171049	0.696647	0.000756315	0.856532
_D:	0	0	6	"B->P_0->2"	"Seq_1"	1	27	1.38098	0	0	0	8.83099e-06	0	0.875598	0.0033396	0.836056	0.626838	0.0174193	0	0	0	0	0	0	0.0616165	0.801231	0.000122041	0	0	0.000660657	0.837429	0	0.725975	0	0.892843	0	0.00606037	0	0.0553591	0.083819	0.752888	0.020545	0	0.000801185	0.0865665	8.31722e-06	0.733253	0.901017	0.0883636	0	0	0.0116506	0.0768293	0.656109	5.74227e-05	0.0802083	0.856244	0.701744	0	0.727576	1.48944e-05	0.912585	0.897358	0.0436997	8.46408e-06	0.000668641	0.0843465	7.56315e-05	0.0856532
_D:	0	0	7	"P->T_2->2"	"Seq_1"	1	25	1.92352	0	0	0.661346	0	0.884447	0.601836	0	0.682675	0.846266	0	0	0.778761	0	0	0	0.794704	0	0	0.793896	0.0932409	0.0153764	0.000620655	0	0	0.849726	0.00286889	0.713759	0.0247535	0.376373	0	3.60597e-07	0.0083819	0.0752888	0.00206333	0	0.875678	0.0119963	0.836057	0.700164	0.107521	0.00883636	0	0	0.00116506	0.00768293	0.0656109	0.0616222	0.809252	0.0857465	0.0701744	0	0.0734183	0.83743	0.0912585	0.815711	0.00436997	0.892844	6.68641e-05	0.014495	7.56315e-06	0.0639244
_D:	0	0	8	"T->V_2->4"	"Seq_1"	1	24	1.71942	0	0.479267	0	0.000299367	0	0	0	0	0	0.0888841	3.13692e-06	0	0	0	0.808033	0	0.706622	0.000725595	0.0356515	0.84422	0	0.369531	0	1.76846e-05	0.886468	0	0.00172019	0	8.69111e-07	0.828946	0.89284	0.00083819	0.668875	0.000206333	0.884447	0.689404	0.00119963	0.766281	0.916282	0.0107521	0.000883636	0.778761	0	0.000116506	0.000768293	0.801265	0.00616222	0.0809252	0.802471	0.100258	0.0153764	0.00796248	0.083743	0.00912585	0.931297	0.00330589	0.803043	0.0247602	0.377823	7.56315e-07	0.0063928
_D:	0	0	9	"V->P_4->3"	"Seq_1"	1	26	1.59927	0	0.00487009	0.794726	0.796238	0	0	4.18042e-05	0	0.879585	0	0	0.0042174	0	0	0	0	0.875869	0.00198583	0	0.0319645	0	0	0	0.500006	0.0213294	0	0.0374854	0	0	0.231798	0.876307	0.479351	0.0668875	0.000320001	0.0884447	0.0689404	0.000119963	0.0766281	0.0916282	0.0899593	9.15005e-05	0.0778761	0	1.16506e-05	0.80811	0.0801265	0.707238	0.00881811	0.115899	0.854246	0.00153764	0.370327	0.0083743	0.000930269	0.95	0.000330589	0.0820245	0.00247602	0.0377831	0.828946	0.89348
