_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Hidden_act[2:0,0]<2:6,5>	%Hidden_act[2:1,0]	%Hidden_act[2:2,0]	%Hidden_act[2:3,0]	%Hidden_act[2:4,0]	%Hidden_act[2:5,0]	%Hidden_act[2:0,1]	%Hidden_act[2:1,1]	%Hidden_act[2:2,1]	%Hidden_act[2:3,1]	%Hidden_act[2:4,1]	%Hidden_act[2:5,1]	%Hidden_act[2:0,2]	%Hidden_act[2:1,2]	%Hidden_act[2:2,2]	%Hidden_act[2:3,2]	%Hidden_act[2:4,2]	%Hidden_act[2:5,2]	%Hidden_act[2:0,3]	%Hidden_act[2:1,3]	%Hidden_act[2:2,3]	%Hidden_act[2:3,3]	%Hidden_act[2:4,3]	%Hidden_act[2:5,3]	%Hidden_act[2:0,4]	%Hidden_act[2:1,4]	%Hidden_act[2:2,4]	%Hidden_act[2:3,4]	%Hidden_act[2:4,4]	%Hidden_act[2:5,4]	%Contex_act[2:0,0]<2:6,5>	%Contex_act[2:1,0]	%Contex_act[2:2,0]	%Contex_act[2:3,0]	%Contex_act[2:4,0]	%Contex_act[2:5,0]	%Contex_act[2:0,1]	%Contex_act[2:1,1]	%Contex_act[2:2,1]	%Contex_act[2:3,1]	%Contex_act[2:4,1]	%Contex_act[2:5,1]	%Contex_act[2:0,2]	%Contex_act[2:1,2]	%Contex_act[2:2,2]	%Contex_act[2:3,2]	%Contex_act[2:4,2]	%Contex_act[2:5,2]	%Contex_act[2:0,3]	%Contex_act[2:1,3]	%Contex_act[2:2,3]	%Contex_act[2:3,3]	%Contex_act[2:4,3]	%Contex_act[2:5,3]	%Contex_act[2:0,4]	%Contex_act[2:1,4]	%Contex_act[2:2,4]	%Contex_act[2:3,4]	%Contex_act[2:4,4]	%Contex_act[2:5,4]
_D:	0	0	0	"B->P_0->2"	"Seq_0"	1	28	1.55668	0	0	0	0	0	0	0.884282	0	0.822198	0	0	0.72497	0	0.833427	0	0.609681	0	0.00191144	0	0.739897	0	0.793266	0	0.00343634	0	0.0159396	0.0178551	0	0	0.858794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	0	0	1	"P->V_2->4"	"Seq_0"	1	25	1.58699	0	0	0.0267257	0	0.498372	0.00810418	0.64952	0.695308	0	0	0.775521	0	0	0	0	0.814767	0.66907	0.711955	0	0	0.000228897	0	0.295106	0	0	0	0.891272	0.0218147	0	0	0.838384	0	0	0	0	0	0.884282	0	0.822198	0	0	0.72497	0	0.833427	0	0.609681	0	0.00191144	0	0.739897	0	0.793266	0	0.00343634	0	0.0159396	0.0178551	0	0	0.858794	0
_D:	0	0	2	"V->V_4->5"	"Seq_0"	1	25	2.07355	0	0.150441	0.109957	0.868224	0	0	0.0389395	0.0517439	0	0	0.752184	0	0.879509	0	0.000406277	0	0	0	0	0.000516059	0	0.000369792	0.812115	0.872362	0.140996	0	0.858225	0	8.03846e-08	0.392043	0	0	0.0267257	0	0.498372	0.00810418	0.737948	0.695308	0.0822198	0	0.775521	0.072497	0	0.0833427	0	0.875735	0.66907	0.712146	0	0.0739897	0.000228897	0.0793266	0.295106	0.000343634	0	0.00159396	0.893058	0.0218147	0	0.0858794	0.838384
_D:	0	0	3	"V->E_5->0"	"Seq_0"	1	25	2.23627	0	3.49303e-05	0.39392	0.873596	0	0	6.52734e-07	0.00640177	0	0	0.032745	0	0.907191	0	0.499679	0	0	0	0	6.556e-07	0	7.90918e-07	0.890188	0.719284	0.740522	0	0.836449	0	3.18738e-06	0.627295	0	0.150441	0.11263	0.868224	0.0498372	0.000810418	0.112734	0.121275	0.00822198	0	0.829736	0.0072497	0.879509	0.00833427	0.000406277	0.0875735	0.066907	0.0712146	0	0.00791503	2.28897e-05	0.00830245	0.841625	0.872397	0.140996	0.000159396	0.947531	0.00218147	8.03846e-08	0.400631	0.0838384
_D:	0	0	4	"B->T_0->1"	"Seq_1"	1	24	0	0	0	0	0	0	0	0.863264	0	0.629578	0.000131432	0	0.77642	9.29565e-05	0.848796	0.0153972	0.811539	0	0	0	0.839325	0	0.783291	0.000147258	0	0	0.576647	0.346514	0	0	0.813048	0	0.015079	0.405183	0.95	0.00498372	8.10418e-05	0.0112741	0.0185292	0.000822198	0	0.115719	0.00072497	0.95	0.000833427	0.49972	0.00875735	0.0066907	0.00712146	0	0.000792158	2.28897e-06	0.000831036	0.95	0.806523	0.754622	1.59396e-05	0.931202	0.000218147	3.19541e-06	0.667358	0.00838384
_D:	0	0	5	"T->S_1->1"	"Seq_1"	1	26	0.330409	0	0.0350097	0.82227	0	0.779694	0	0	0.0326672	0	0	0	0	0.742568	0.0363133	0	0.410033	0.0105017	0.911621	0.0226913	0.853048	0	0	0.000621335	0.844304	0	0.0435619	0	0.00203691	0.807014	0	0	0.0015079	0.0405183	0.095	0.000498372	8.10418e-06	0.864392	0.00185292	0.62966	0.000131432	0.0115719	0.776492	0.095093	0.84888	0.0653692	0.812414	0.00066907	0.000712146	0	0.839404	2.28897e-07	0.783374	0.0951473	0.0806523	0.0754622	0.576649	0.439634	2.18147e-05	3.19541e-07	0.879784	0.000838384
_D:	0	0	6	"S->S_1->1"	"Seq_1"	1	26	1.5063	0	0	0.862065	0.837697	0.718124	0	0	0.00234038	0.809888	0	0	0	0	0.00110989	0	0.802026	0	0.819429	0.861695	0.0372002	0.0136183	3.67756e-06	0	0	0	0.09314	0	6.36076e-05	0	0.00213645	0	0.0351605	0.826322	0.0095	0.779744	8.10418e-07	0.0864392	0.0328525	0.062966	1.31432e-05	0.00115719	0.0776492	0.752078	0.121201	0.00653692	0.491274	0.0105686	0.911692	0.0226913	0.936988	2.28897e-08	0.0783374	0.0101361	0.852369	0.00754622	0.101227	0.0439634	0.00203909	0.807014	0.0879784	8.38384e-05
_D:	0	0	7	"S->S_1->1"	"Seq_1"	1	26	1.52253	0	0	0.900271	0.826803	0.800258	0	0	5.29033e-06	0.628782	0	4.28053e-06	0	0	0.00316504	0	0.624659	0	0.909988	0.672116	0.0320773	0.00880176	0	0	0	0	0.426249	0	1.45403e-06	0	0.000324778	0	0.00351605	0.944697	0.838647	0.796098	8.10418e-08	0.00864392	0.00562564	0.816185	1.31432e-06	0.000115719	0.00776492	0.0752078	0.01323	0.000653692	0.851154	0.00105686	0.910599	0.863964	0.130899	0.0136183	0.00783741	0.00101361	0.085237	0.000754622	0.103263	0.00439634	0.000267516	0.0807014	0.0109343	8.38384e-06
_D:	0	0	8	"S->S_1->1"	"Seq_1"	1	25	1.53997	0	0	0.901638	0.839429	0.756554	0	0	0	0.665958	0	1.71199e-06	0	0	0.00153055	0	0.720907	0	0.9095	0.709737	0.0253232	0.00883491	0	0	0	0	0.525101	0	0	0	0.000131179	0	0.000351605	0.95	0.910668	0.879868	8.10418e-09	0.000864392	0.000567854	0.7104	1.31432e-07	1.58524e-05	0.000776492	0.00752078	0.00448804	6.53692e-05	0.709775	0.000105686	0.95	0.758512	0.0451672	0.0101636	0.000783741	0.000101361	0.0085237	7.54622e-05	0.436575	0.000439634	2.82057e-05	0.00807014	0.00141821	8.38384e-07
_D:	0	0	9	"S->S_1->1"	"Seq_1"	1	25	1.5339	0	0	0.903913	0.842885	0.750989	0	1.15559e-06	0	0.669631	0	9.62608e-06	0	0	0.000968527	0	0.719638	0	0.912414	0.679194	0.0180801	0.00551794	0	0	0	0	0.497029	0	0	0	0.000116841	0	3.51605e-05	0.95	0.930495	0.844541	8.10418e-10	8.64392e-05	5.67854e-05	0.736998	1.31432e-08	3.29722e-06	7.76492e-05	0.000752078	0.00197935	6.53692e-06	0.791884	1.05686e-05	0.95	0.785588	0.0298399	0.00985127	7.83741e-05	1.01361e-05	0.00085237	7.54622e-06	0.568759	4.39634e-05	2.82057e-06	0.000807014	0.000272999	8.38384e-08
