_D:	0	0	0	"B->T_0->1"	"Seq_0"	1	28	1.58465	0	0.725335	0.563062	0.792943	0	0.277027	0	0	0.760513	0	0	0	0	0.796032	0.521244	0	0	0	0.805709	0	0	0	0	0	0	0.00781156	0	0.516432	0.858055	0.877607	0.772215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	0	0	1	"T->X_1->3"	"Seq_0"	1	26	1.57611	0	0	0	0	0	0	0	0.885759	0.0675339	0	0	0	0.0465214	0.839021	1.00663e-06	0	0.859431	0	0.0442063	0	0.00948221	0.890601	0.0189318	0.0787792	0.0045974	0	0.823677	0	1.76134e-06	0	0.819235	0.725335	0.563062	0.792943	0	0.277027	0	0	0.760513	0	0	0	0	0.796032	0.521244	0	0	0	0.805709	0	0	0	0	0	0	0.00781156	0	0.516432	0.858055	0.877607	0.772215
_D:	0	0	2	"X->X_3->2"	"Seq_0"	1	25	0.551387	0	0	0.89251	0.337313	0.00436945	0.619939	0.72617	0	0	0.000155683	0	0	0.646468	0	0	0	0.000116176	0.770971	0	0.856366	0	0	0.884598	0	0.0011229	0	0	0.294662	0.233474	0	0.786538	0.0725335	0.0563062	0.0792943	0	0.0277027	0	0.885759	0.143585	0	0	0	0.0465214	0.918624	0.0521254	0	0.859431	0	0.124777	0	0.00948221	0.890601	0.0189318	0.0787792	0.0045974	0.000781156	0.823677	0.0516432	0.0858073	0.0877607	0.896457
_D:	0	0	3	"X->T_2->2"	"Seq_0"	1	24	2.14251	0	0.000160202	0.855245	0.702706	0	0.846266	0.86216	0	0	0.59145	0	0	0.652505	0	0	0	0	0.798428	0.0928433	0.818983	0	9.62189e-06	0.713895	0	5.44203e-07	0	0	0	0.016377	0	0.904715	0.00725335	0.898141	0.345243	0.00436945	0.622709	0.72617	0.0885759	0.0143585	0.000155683	0	0	0.65112	0.0918624	0.00521254	0	0.0860593	0.770971	0.0124777	0.856366	0.000948221	0.0890601	0.886491	0.00787792	0.00158264	7.81156e-05	0.0823677	0.299826	0.242055	0.00877607	0.876184
_D:	0	0	4	"T->V_2->4"	"Seq_0"	1	27	1.01852	0	0	0	0	0	0	0	0.81234	0.00356263	0	0	0	0.0487801	0.783931	0.197076	0	0.661936	0	0.881313	0	0	0.865535	0	0.102911	0.000660404	0	0.00488969	0	0	0	0.925175	0.000885538	0.945059	0.73723	0.000436945	0.908537	0.934777	0.00885759	0.00143585	0.591465	0	0	0.717616	0.00918624	0.000521254	0	0.00860593	0.875525	0.0940911	0.904619	9.48221e-05	0.00891563	0.802544	0.000787792	0.000158808	7.81156e-06	0.00823677	0.0299826	0.0405825	0.000877607	0.95
_D:	0	0	5	"V->V_4->5"	"Seq_0"	1	25	0	0	0	0	0.0391553	0	0.804541	0	0	5.45934e-06	0	0	0	0	0.683581	0	0.877222	0	0.891275	0	0	0	0	0	0	0.747444	0.849063	0.752578	0	0.858848	0.00049913	0	8.85538e-05	0.0945059	0.073723	4.36945e-05	0.0908537	0.0934777	0.813226	0.00370621	0.0591465	0	0	0.120542	0.78485	0.197129	0	0.662797	0.0875525	0.890722	0.0904619	9.48221e-06	0.866427	0.0802544	0.10299	0.000676285	7.81156e-07	0.00571337	0.00299826	0.00405825	8.77607e-05	0.95
_D:	0	0	6	"V->E_5->0"	"Seq_0"	1	25	0.687788	0	0.453271	0	0.772617	0	0.706479	0	0	0.0277122	0.00157374	0	0	0	0	0	0.887917	0	0.8966	0	0	0	0	0	0	0.781554	0.879297	0.798898	0	0.810014	0.647055	0	8.85538e-06	0.00945059	0.0465276	4.36945e-06	0.813626	0.00934777	0.0813226	0.00037608	0.00591465	0	0	0.0120542	0.762066	0.0197129	0.877222	0.0662797	0.90003	0.0890722	0.00904619	9.48221e-07	0.0866427	0.00802544	0.010299	0.747512	0.849063	0.753149	0.000299826	0.859254	0.000507906	0.095
_D:	0	0	7	"B->T_0->1"	"Seq_1"	1	24	1.53829	0	0.845339	0.0112979	0.845549	0	0.0160481	0	0	0.864165	0	0	0	0	0.0942331	0.0637717	0	0.000204165	0	0.737252	0	0	0.00230817	0	0	0	0.347453	0	0	0.7863	0.877444	0.855292	0.453272	0.00094506	0.77727	4.36945e-07	0.787842	0.000934777	0.00813226	0.0277498	0.00216521	0	0	0.00120542	0.0762066	0.00197129	0.95	0.00662797	0.95	0.00890722	0.000904619	9.48221e-08	0.00866427	0.000802544	0.0010299	0.856305	0.95	0.874213	2.99826e-05	0.895939	0.647106	0.0095
_D:	0	0	8	"T->S_1->1"	"Seq_1"	1	28	0.950459	0	0	0	0	0	0	0	0.877036	0.120475	0	0	0	0.311975	0.869144	1.23049e-07	0	0.782447	0	0.010326	0	0.00505618	0.888736	0.00358064	2.22421e-05	0.146506	0	0.829263	0	1.7333e-06	0	0.866168	0.890666	0.0113925	0.923276	4.36945e-08	0.0948323	9.34777e-05	0.000813226	0.86694	0.000216521	0	0	0.000120542	0.101854	0.0639688	0.095	0.000866962	0.095	0.738142	9.04619e-05	9.48222e-09	0.00317459	8.02544e-05	0.00010299	0.0856305	0.442453	0.0874213	2.99826e-06	0.875894	0.942155	0.856242
_D:	0	0	9	"S->S_1->1"	"Seq_1"	1	26	0	0	0	0.724646	0.844107	1.48527e-06	0	0.651681	0.856073	0.000371813	0	0.502402	0.00518498	0	1.50996e-07	0.000318891	0	0	0.436516	2.137e-05	0	0.793875	0.804547	0	0	0	0	0	0.0321228	0.442397	0.690197	0	0.0890666	0.00113925	0.0923276	4.36945e-09	0.00948323	9.34777e-06	0.877117	0.207169	2.16521e-05	0	0	0.311987	0.87933	0.006397	0.0095	0.782534	0.0095	0.0841402	9.04619e-06	0.00505618	0.889053	0.00358867	3.25411e-05	0.155069	0.0442453	0.838005	2.99826e-07	0.0875912	0.0942155	0.95
